sq_orig	sq_mod
Ma për foshnjët e këta të vegjëlit – ndoonëse vendi i t pagëzuomit ashtë kisha shinte , ke të jeetë parequom fonta e gjithë kafshëtë e tjera , qi duhenë nd atë shërbëtyrë , asgjaamangu mb atë herë , kuur t ish ashtu ndoonjë nevojë , munë banetë mbë gjithë vend e kedo të ndodhetë , veçëse mos vee paa pagëzuom me qenë vdierrë e daam lavdit e dritet së Tinëzot për gjithë jetë-të jetësë .	Po për foshnjat e këta të vegjlit – ndonëse vendi i të pagëzuarit është kisha e shenjtë , ku të jetë përgatitur pagëzorja e gjithë gjërat e tjera , që duhen në atë shërbesë , asgjëmangu më atë herë , kur të ish ashtu ndonjë nevojë , mund të bëhet më gjithë vend e kudo të ndodhet , veçse mos vejë pa pagëzuar duke qenë vdjerrë e ndarë lavdit e dritës së Tinëzot për gjithë jetë të jetës .
Maa thotë , se paa ndoonjë nevojë aspak s duhetë kanaaj me pagëzuom mbë tjetër vend jashtë kishet së Tinëzot , veçëse ndë janë kund fëmija e ndoonjii regji oo perandori e zoti t madh , qi kanë kapelëtë e sakërstiitë ndë kur-të vet – aty , mbasi të beekonjë fontënë , posikundrëse thamë përsipëri , mun i pagëzonjë ende me gjithë çerimonie-të tjera , posikundrëse ashtë zakoni . –	Por thotë , se pa ndonjë nevojë aspak s'duhet të kanaaj të pagëzojë më tjetër vend jashtë kishës së Tinëzot , veçse në janë kund fëmija e ndonjë regji o perandori e zoti të madh , që kanë kapelat e sakristitë në kur të vet – aty , mbasi të bekojë pagëzoren , posikundërse thamë përsipër , mund t'i pagëznjë edhe me gjithë ceremonitë e tjera , posikundërse është zakoni . –
Praashtu thotë , se të pagëzuomitë duhetë me qenë baam jo veçëse me formët e materiit , qi thamë përsipëri , po ashtu ende mbë ven-të shekruom e for-të mpastrë e të dëlirë .	Pra ashtu thotë , se të pagëzuarit duhet të jetë bërë jo veçse me format e materiet , që thamë përsipër , po ashtu edhe më vend të shkruar e fort të pastër  të dëlirë .
E fonta me ujët ashtu ende të jeetë bukur mbuluom e kurmzuom , qi aspak të mos bierë pluhunë oo qishdo tjetër shiizë ndë ta , – e nd enë të mbërshelë , qi askush tjetër të mos përkasë jashtë doret së priftit oo të qishdo tjetëri , qi të pagëzonjë , – e aty përmbii ta , ke mundetë , të jeetë vuum figura e zotit shën Gjon Baptistësë tue pagëzuom Krishtnë .	E pagëzorja me ujët ashtu edhe të jetë bukur mbuluar e kurmëzuar , që aspak të mos bjerë pluhur o çdo tjetër shiizë në ta , – e në enë të mbyllur , që askush tjetër të mos prekë jashtë dorës së priftit o të kujtdo tjetri , që të pagëzojë , – e aty përmbi të , ku mundet , të jetë vënë figura e zotit shën Gjon Pagëzorit duke pagëzuar Krishtin .
Krezmit e vojit shint e ncë tjerashit kafshë , qi duhenë nd atë shinte shërbëtyrë .	Krezmit e vajit të shenjtë e së tjerash gjëra i  duhen në atë të shenjtë shërbesë .
Krezmi e voji shint , qi quhetë < catecuminorum > , qi janë vuum për zakoni me shërbyem ndë këtë shint sakrament , duhetë të jeetë të rii konshekruom mb ata vjetë upeshkëpit , si a zakoni t enjëtenë e madhe , e prifti gjithë herë të kietë kujdes maa çpejt , qi të mundnjë , t a marrë e t a kietë gatii e , posaa vien i riu , të vietërinë me e djegunë ndë kishë .	Krezmi e vaji i shenjtë , që quhet < catecuminorum > , që janë vënë për zakoni për të shërbyer në këtë të shenjtë sakrament , duhetë të jetë i ri shenjtëruar më ata vjetë ipeshkëvit , si është zakoni të enjten e madhe , e prifti gjithherë të ketë kujdes më shpejt , që të mundë , ta marrë e ta ketë gati e , posa vjen i riu , të vjetrin për ta djegur në kishë .
E , se veçëse aqë e madhe nevojë të jeetë , nd ish me krezmi-të vietër aspak maa s duhetë me u shërbyem , mbasi kaa sosunë një vjetë , se kish me fëjyem e me baam kundrë ligjsë .	E , se veçse  aq  e madhe nevojë të jetë , në ish me krezmim të vjetër aspak më s'duhet të shërbehet , mbasi ka sosur një vjetë , se kish për të fëjyer e për të bërë kundër ligjit .
E kuur duketë ndë vietët , se kaa meenguom , – ndë mos pastë tietër krezm e voj shint me j nçtuom , mun i nçonjë pakëzë voj të dëlirë , – maa jo shumë , veçë pakëzë .	E kur duket në vietët , se ka munguar , – në mos pastë tjetër krezm e vaj të shenjtë për t'ia shtuar , mund t'i çojë pakëz vaj të dëlirë , – po jo shumë , veç pakëz .
E thotë , se krezmi e voi shint , ke munë bahetë , duhetë me qenë mbaajtunë ndë ampuleta të rgjanda , e ke mose , ndoonee maa pak të shtampta , qi të munë mbërshilenë bukur , si duhetë , e të jeenë daam e veçë njana n tietëret , qi të mos përzihetë krezmi e voj shint , po të jesë i cicilli veçë nd anëthi-të vet ; e përmbii të cieciet të jetë shkruom letëra e baam shinji , qi të njifetë , se ndë të ciit ashtë krezmi oo ndë të ciit voj shint , e të mos jeetë majshtruom ndoonjë herë me marrë njanënë për tjetërët .	E thotë , se krezmi e vaji i shenjtë , ku mund të bëhet , duhet të  mbahen në ampulëza të argjendta , e ku <mose , ndoonee> më pak të shtampta , që të mund të mbyllen bukur , si duhet , e të jenë ndarë e veç njëra në tjetrën , që të mos përziheẗ krezmi e vaji i shenjtë , po të mbëetet secili veç në enëz të vet ; e përmbi të cieciet të jetë shkruar letra e bëra shinji , që të njihet , se në cilin është krezmi o në cilin vaji i shenjtë , e të mos jetë mashtruar ndonjë herë për të marrë njërën për tjetrën .
E disa herë këto ampuletatë e vogëla , qi shërbenjënë për gjithë ditë , munë jeenë përjashta ngjitunë njana me tietërët e përmbrenda daam me kuptyrët e të mbuluome-të vet e shkruom , posikundrëse thashë përsipëri , qi aspak të mos gjindetë ndoonjë ngënjyem e majshtruom .	E disa herë këto ampula të vogla , që shërbejnë për gjithë ditë , mund të jenë përjashta ngjitur njëra me tjetrën e përbrenda ndarë me kuptyrët  e të mbuluar të vet e shkruar , posikundërse thashë përsipër , që aspak të mos gjendet ndoonjë gënjyer e mashtruar .
