sq_orig	sq_mod
E ashtu ende e dyyjta kafshë n krye e këtii shinti sakramenti ashtë forma , – e cia s ashtë tjetër veçëse ato shinte fjalë , qi thotë prifti aty mb atë herë , kuur ndoonja tue pagëzuom përnjëherë tue i qitunë ujëtë majë kreesë jet e j thotë , se : Ego te baptizo in nomine Patris & Filii & Spiritus Sancti , – e këjo kshtu duhetë me u thanë gjithëherë , e jo ndryshej oo mbë tjetër arrësye e jo tjetër herej oo ndë tjetër koho , po mb atë herë , kuur për njëherë n kryq tue i shtiim ujëtë majë kreesë , sikundrëse ashtë zakoni i t pagëzuomit .	E ashtu edhe e dyta gjë në krye të këtij të shenjtë sakramenti është forma , – e cila s'është tjetër veçse ato të shenjta fjalë , që thotë prifti aty më atë herë , kur ndonjë duke pagëzuar përnjëherë duke i qitur ujët majë kryet rri e i thotë , se : Ego te baptizo in nomine Patris & Filii & Spiritus Sancti , – e kjo kështu duhet të thuhet gjithherë , e jo ndryshe o më tjetër arsye e jo tjetër herë o në tjetër kohë , po më atë herë , kur përnjëherë  në kryq duke i shtirë ujët majë kryet , sikundërse është zakoni i të pagëzuarit .
E mirë se këjo fjalë munë dishqaaronetë me u thanë mbë tjetër gjuhë , asgjaamangu prifti i lëtinë e j arbëneshë aspak s duhetë ndryshej me e nkthyem as me e ndërruom , po ashtu për letërë , sikundrëse ashtë shkruom e urdhënuom .	E mirë se kjo fjalë mund të dishqaaronetë për t'u thënë më tjetër gjuhë , asgjëmangu prifti i latin e i arbëresh aspak s'duhet ndryshej ta kthejë as ta ndërrojë , po ashtu për letër , sikundërse është shkruar e urdhëruar .
E këta shin-të pagëzuom si të jeetë baam një herë , aspak për së dyyjtë maa s munë përtërihetë , veçëse ndë qoftë ashtu ndoonjë të menduom , qi të mos diheej mirë , se a munë jeetë pagëzuom oo jo ;	E këta të shenjtë të pagëzuar si të jetë bërë një herë , aspak për së dytë më s'mund të përtërihet , veçse në qoftë ashtu ndonjë të menduar , që të mos dihej mirë , se a mund të jetë pagëzuar o jo ;
të këtiitë mbë këtë arrësye ke gjindenë , me këtë kondicione duhetë me i pagëzuom mbas gjithë kafshëshit së tjëra , tue i shtiim ujëtë përmbii krye , këtë fjalë mbë këtë arrësye me j a thanë , se : Si non es baptizatus , ego te baptizo in nomine Patris & Filii & Spiritus Sancti . E kshtu , ndë mos qe pagëzuom , me kaqë kish me qenë pagëzuom e ndë numuri-të kërshtenëvet .	të këtillët më këtë arsye ku gjenden , me këtë kondicione duhet të pagëzohen mbas gjithë gjërash të tjera , duke i shtirë ujët përmbi krye , këtë fjalë më këtë arsye për t'ia thënë , se : Si non es baptizatus , ego te baptizo in nomine Patris & Filii & Spiritus Sancti . E kështu , në mos qe pagëzuar , me kaq do të kish qenë pagëzuar e në numer të të krishterëve .
E thotë , se këta shin-të pagëzuom , posikundrëse ke ashtë zakoni , duhetë me qenë baam oo me të qituni- të ujit përmbii krye , posikundrëse thashë përsipëri , oo me të lagunit e të qituni-të gjithë korpit nd ujët ;	E thotë , se këta të shenjtë të pagëzuar , posikundërse ku është zakoni , duhet të jetë bërë o me të qitur  të ujit përmbi krye , posikundërse thashë përsipër , o me të lagurit e të qiturit të gjithë trupit në ujë ;
e këto të dya mëjaft janë , sikundrëse ke a zakoni , oo trii herë n kryq tue i qitunë ujë permbii krye oo n kryq tue e lagunë gjithë nd ujët , përnjëherë tue i thanë këto shinte fjalë të formësë , qi thamë përsipëri , – aj mb atë arrësye ashtë pagëzuom .	e këto të dyja mëjaft janë , sikundërse ku është zakoni , o tri herë në kryq duke i qitur ujë përmbi krye o në kryq duke e lagur gjithë në ujë , përnjëherë duke i thënë këto të shenjta fjalë të formës , që thamë përsipër , – ai më atë arsye është pagëzuar .
E aty ke bahetë pagëzimi me të shtiimi-të ujit , for-të ruhetë , qi ata ujë mos nkthenjë përsërii me raam nd ujë- të fontësë , po ndë tjetërët fontë të baptisterit ndaj ata trajtuom , oo ndë qishdo tietër anë pr atë shërbëtyrë ndërequnë , e ndeevonë oo shtiim ndë sakrariet oo mbë tjetër vend pr atë arrësye parequom .	E aty ku  bëhet pagëzimi me të shtirë të ujit , fort të ruhet , qq ata ujë të mos kthejë përsëri për të rënë në ujë të pagëzores , po në tjetër pagëzore të baptisterit ndaj ata trajtuar , o në qyshdo tjetër anë për atë shërbesë ndrequr , e më vonë o shtirë në sakrariet o më tjetër vend për atë arsye parequom .
E e treta kafshë n krye e këtii shinti sakramenti ashtë : minister , qi s ashtë tjetër veçëse prifti oo qishdo tjetër nd urdhënit shint prej nci co prej vikarit së vendit urdhënuom .	E e treta gjë në krye të këtij të shenjti sakrament është : minister , që s'është tjetër veçse prifti o kushdo tjetër në urdhrin e shenjtë prej nci co prej vikarit të vendit urdhëruar .
E këjo ndëgjonetë mb atë herë , kuur duketë , se s ashtë ndoonjë nevojë .	E kjo kuptohet më atë herë , kur duket , se s'është ndonjë nevojë .
Maa kuur t ish ashtu nevoja , sikuur thuose foshnja m perikullë me shkuom paa pagëzuom , – aty gjithëkush kaa të lirë e mundën me e pagëzuom , sidota e mbë qishdo gjuhu të jeetë , oo prift oo gjakon oo sekulaar , e se makaar t ish ndoonji i skomunikuom oo i pëganë e j paafee , oo burrë oo gruo të jeetë , – veçëse të diij e t ish i zoti me shërbyem materienë e formënë , qi thamë përsipëri , tue pasunë ndë mend me mbaruom , qish kisha shinte kaa urdhënuom .	Po kur të jetë ashtu nevoja , sikur thuase foshnja më rrezik të shkojë pa pagëzuar , – aty gjithkush ka të lirë e mund ta pagëzojë , si do ta e më qyshdo gjuhë të jetë , o prift o dhjak o shekullar , e se makar t'ish ndonjë i skomunikuar o pagan e i pafe , o burrë o grua të jetë , – veçse të dijë e të jetë i zoti të shërbejë materien e formën , që thamë përsipër , duke pasur në mend për të mbaruar , qysh kisha e shenjtë ka urdhëruar .
Maa thotë , se , ke gjindetë prifti , aty gjakoni s duhetë me pagëzuom ;	Por thotë , se , ku gjendet prifti , aty dhjaku s'duhet të pagëzojë ;
e ashtu ende , ke gjindetë gjakoni , ndoonjë sekulaar ;	e ashtu edhe , ku gjendet dhjaku , ndonjë shekullar ;
oo ke gjindetë burrë , aty gruoja s duhetë me pagëzuom – veçëse ndë qoftë kafsha aqii mbarreje mb atë herë , kuur foshnja ashtë tue leem , e të mos mundetë aty burrë me u afruom , oo mb atë herë , kuur gruoja ashtë maa vesht e e di maa mirë materienë e formënë me fjalët , qi thamë përsipëri , e ashtë e zotnja maa plot e maa mirë me e pagëzuom .	o ku gjindet burrë , aty gruaja s'duhet të pagëzojë – veçse në qoftë gjëja aq turp më atë herë , kur foshnja është duke lerë , e të mos mundet aty burrë të afrohet , o më atë herë , kur gruaja është më e zgjuar e di më mirë materien e formën me fjalët , që thamë përsipër , e është e zonja më plot e më mirë ta pagëzojë .
Prashtu thotë , se prifti gjithë kënco kafshësh duhetë fort me u nzyyrunë e me mpsuom popullinë e famulliinë e vet – e maa tepërë ato graa e plaka amëvisa , qi ndodhenë pakmos mbë gjithë vend , ke lindetë foshnja , – mirë tue u a shtiim ndë mend këtë kafshë , t a dijë [ Svane: die ] gjithëkush , ashtu qi , kuurdo të goditeej ashtu ndoonjë nevojë , të mos vdaareej ndoonjë paa pagëzuom për të paamsuom e të paadiijtunë .	Pra ashtu thotë , se prifti gjithë këso gjërash duhet fort të nzyyrunë e të mësojë popullin e famullinë  e vet – e më tepër ato gra e plaka amvisa , që ndodhen pakmos më gjithë vend , ku lindet foshnja , – mirë duke ua shtirë në mend këtë gjë, ta dijë [ Svane: die ] gjithkush , ashtu që , kurdo të goditet ashtu ndonjë nevojë , të mos humbet ndonjë pa pagëzuar për të pamësuar e të paditur .
E thotë , se j ati e e ama vetë fëmiinë e vet aspak s do ligja me e pagëzuom ;	E thotë , se i ati e e ama vetë fëmijën e vet aspak s'do ligji ta pagëzojnë ;
maa , kuur të shif ashtu ndoonjë nevojë , se foshnja po shkon paa pagëzuom , e kush tjetërë s gjindetë , aty maa si e ban s kaa , po i duhetë t a pagëzonjë paa lidhunë ndë ndoonjë kumëtrii oo të mbaajtunë gjaa pr ata njani me tjetërit .	po, kur të shohë ashtu ndonjë nevojë , se foshnja po shkon pa pagëzuar , e kush tjetër s'gjendet , aty më si t'ia bëjë s ka , po i duhet ta pagëzojë pa lidhur në ndonjë kumëtëri o të mbajtur gjë për ata njëri me tjetrin .
Saa moti e ndë qish koho duhetë foshnja me u pagëzuom .	Sa moti e në qysh kohë duhet foshnja të pagëzohet .
Duhetë prifti bukur t i msonjë popullinë e famulliinë e vet , qi , foshnja posaa leen , maa të parënë kafshë , aqë saa maa çpejt të mundnjënë , t a shpienë n kishët shinte t a pagëzonjënë , sikundrëse do ligja e Krishtit , e jo me vuum ree aqë ndierë nd anët do zakone , qi kanë mbë disa vise , tue e përciellë ditë mbë ditë , ndierë gjeen kuorrë e kohonë e kumëtritë e ndrikullatë , e ndierë ban gatii gostiinë e disa ashtu të tjera madhështii e kafshë të mbrazëta , aqë saa disa herë godit gjukata e keqe e tyne , e ashtu venë paa pagëzuom – mkat aqi i madh e j randë , saa gjuhet së nieriut askuurraaj s mundetë me u kallëzuom , ashtu as munë njëmendetë me ndoonjë tjetër mbë këtë jetë . Praashtu nçil syytë gjithekush , e , saa maa çpejt qi të mundnjësh , t i pagëzojsh paa vuum m perikullë të shelbuomitë e tyne ende të vetëvetëhesë .	Duhet prifti bukur t'i mësojë popullin e famullinë e vet , që , foshnja posa len , më të parën gjë, aq sa më shpejt të mundin , ta shpien në kishën e nsshenjtë ta pagëzojnë , sikundërse do ligja e Krishtit , e jo të vihet re aq deri në anët do zakone , që kanë më disa vise , dukee përcjellë ditë mbë ditë , deri gjer kurrë e kohën e kumtërit e ndrikullat , e deri bën gatii gostinë e disa ashtu të tjera madhështi e gjëra të zbrazëta , aq sa disa herë godit gjukata e keqe e tyre , e ashtu venë pa pagëzuar – mëkat aq i madh e i rëndë , sa gjuhe së njeriut askurrë s'mundet të kallëzohet , ashtu as mund të njëjtësohet me ndonjë tjetër më këtë jetë . Pra ashtu çil sytë gjithkush , e , sa më shpejt që të mundësh , t'i pagëzosh pa vënë në rrezik të shëlbuarit e tyre  edhe të vetvetes .
E mb atë herë , kuur godit kafsha për necessità e pagëzonjënë ndoonja ndë shtëpii për të çpejtë veçëse me formët e me të qituni-të ujit , posikundrëse kemi thanë përsipëri , – t atiinë , ndë qoftë gjaall , ndeevonë t a shpienë n kishë ke prifti , e t i banjë gjithë cerimoniatë e tjera jashtë formet e ncë qitunit së ujit , qi i qenë baam maa m pari ;	E më atë herë , kur godit gjëja për necessità e pagëzojnë ndonjë në shtëpi për të shpejtë veçse me formën e me të qitur të ujit , posikundërse kemi thënë përsipër , – t 'atillin , në qoftë gjallë , pastaj ta shpien në kishë te prifti , e t'i bëjë gjithë cerimonitë e tjera jështë forme e së qiturit të ujit , që i qenë bërë më  parë ;
oo , ndë qoftë ashtu ndoonjë dubitacione e të menduom për të paadiijtunit e të paavesht t atyne , qi e pagëzuonë , persërii tue i qitunë ujëtë , formënë të j a thoetë me atë kondicione , qi thamë përsipëri : Si non es baptizatus , ego te baptizo in nomine Patris &c.	o , në qoftë ashtu ndonjë dyshim e të menduar për të paditurit e të paavesht të atyre , qi e pagëzuan , përsëri duke i qitur ujët , formën t'ia thotë me atë kondicione , që thamë përsipër : Si non es baptizatus , ego te baptizo in nomine Patris &c.
E duhetë ashtu ende me diijtunë , se asndoonja , saa ashtë mbërshelë ndë bark-të s amësë , s munë pagëzonetë .	E duhet ashtu edhe ditur, se asndonjë , sa është mbyllur në bark të s'ëmës , s'mund të pagëzohet .
Maa mb atë herë , kuur duketë , se foshnja kaa qitunë veçëse kryetë jashtë e ashtë m perikulli-të mortsë , ajo aty mb atë arrësye munë pagëzonetë ;	Por më atë herë , kur duket , se foshnja ka qitur veçse kryet jështë e është më rrezik të mortit, ajo aty më atë arsye mund të pagëzohet ;
e ndeevonë , ndë qoftë gjaall , maa s kish me j u dashunë tjetër të pagëzuom veçëse ato uratë e çerimonietë e tjera , qi i mbetnë paa baam .	e më vonë , në qoftë gjallë , më s'kish t'i duhej tjetër të pagëzuar veçse ato uratë e ceremonitë e tjera , që i mbetën pa bërë .
E ndë mos pastë nxierrë kryetë , po qishdo tjetër gjymtyrë , qi të njifetë , se ashtë gjaall e m perikulli – të mortsë , aty mun a pagëzonjë nd atë gjymtyrë ;	E në mos pastë nxjerrë kryet , po qyshdo tjetër gjymtyrë , që të njihet , se është gjallë e në rrezik – të mortjes , aty mund ta pagëzojë në atë gjymtyrë ;
e ndeevonë , ndë leftë gjaall , përsërii me e pagëzuom me atë kondicione e arrësye , qi thamë përsipëri : Si non es baptizatus , ego te baptizo in nomine Patris &c.	e më vonë , në leftë gjallë , përsëri të pagëzohet me atë kondicione e arsye , që thamë përsipër : Si non es baptizatus , ego te baptizo in nomine Patris &c.
E ndë goditi kafsha , qi , mbasi e pagëzuonë nd atë gjymtyrë , leu vdekunë , ajo munë shtiiretë  ndë çemiteer-të kishësë , e jo ndryshej .	E në godittë gjëja, që , mbasi e pagëzuan n atë gjymtyrë , leu i vdekur , ajo mund të shtiret në qimitir të kishës , e jo ndryshe .
E ashtu ende thotë , se mb atë herë , kuur godit kori , qi vdes ndoonjë gruo e ngarkuome – ata , qi janë vesht , mb atë ças t a çkierrënë e të j a nxierrënë jashtë foshnjënë ;	E ashtu edhe thotë , se më atë herë , kur godit kori , që vdes ndonjë grua e ngarkuar – ata , që janë vesht , më atë ças ta çjerrin e t'ia nxierrin jështë foshnjën ;
e nd u ndieftë , se a gjaall , t a pagëzonjënë ;	e në u ndjeftë , se është gjallë , ta pagëzojnë ;
e ndë qoftë vdekunë , qi të mos munë pagëzonetë ;	e në qoftë vdekur , që të mos mund të pagëzohet ;
s do ligja me e shtiim mbë ven-të shekruom .	s'do ligji të shtihet më vend  të shenjtëruar.
E foshnja , qi të gjindeej çkitunë kund e të mos diheej , se oo ashtë pagëzuom oo jo , – t atinë duhetë me e pagëzuom me atë kondicione e arrësye , qi thashë përsipëri , se : Si non es baptizatus , ego te baptizo &c.	E foshnja , që të gjendej shqitur kund e të mos dihej , se o është pagëzuar o jo , – të atillin duhet ta pagëzojmë me atë kondicione e arsye , që thashë përsipër , se : Si non es baptizatus , ego te baptizo &c.
E mb atë herë , kuur godit kori e leen kund ndoonjë moshtrë e ashtu kafshë e shëmtuome , qi s dihetë , se mbë qish arrësye ashtë , – aty mb atë ças të gërshesënë nierëz të diijtëshim , qi t a shohonë , e , si t u duketë , ashtu të banjënë ;	E më atë herë , kur godit kori e len kund ndonjë monstër e ashtu gjë e shëmtuar , që s'dihet , se më qysh arsye është , – aty m atë ças të gërshasin njerëz të ditshëm , që ta shohin , e , si t'u duket , ashtu të bëjnë ;
përse thotë , se moshtra , qi as me ndoonjë shinj nukë shëmënjen me qenë nierii , ajo as me ndoonjë arrësye s munë pagëzonetë .	përse thotë , se monstra , që as me ndonjë shenjë nuk shembëllen të jetë njeri , ajo as me ndonjë arsye s mund të pagëzohet .
Pasëqyra e t rrëfyemit e atit Emerio de Bonis me saa tjera kafshë shumë të frujtuoshime të shpiirtit për ndimë të gjuhu- së arbëneshe e aqë maa tepërë për t atynet , qi s janë të zotë me ndëgjuom gjuhu ncë tjera letërash , nkthyem gjuhet së lëtine mbë gjuhu-t arbëneshe zotit dom Pietrë Budit prej Gurit së Bardhë , upeshkëpit së Zadrimësë .	Pasqyra e të rrëfyemit e atit Emerio de Bonis me sa të tjera gjëra shumë të frytshme të shpirtit për ndimë të gjuhës së arbëreshe e aq më tepër për të atyre , që s'janë të zotë të kuptojnë gjuhë të tjera letrash , kthyer gjuhës së latine më gjuhë të arbëreshe zotit dom Pietër Budit prej Gurit së Bardhë , ipeshkëvit të Zadrimës .
In Roma 1621 .	In Roma 1621 .
Të rekumenduom e të porësitunë upeshktipinjet e vikarinjet e gjithë saa tjerë prelate gjindenë ndë gjuhu-tanë t arbëneshe .	Të rekomanduar e të porositur ipeshkëve e vikarëve e gjithë sa tjerë prelatë gjenden në gjuhën tonë të arbëreshe .
Të ndritshimë e shumë të ndeershimë zotënii e shokë e vëllazënë !	Të ndritshëm e shumë të ndershëm zotërinj e shokë e vëllezër !
Tue dashunë me u nëkuom saa tentacionesh e fëdigësh , qi më kanë gjetunë mbë këtë udhë , druo , se kaa me dukunë kuujnaaj , se duo me u lëvduom .	Duke dashur të ankohem sa përpjekjesh e mundimesh , që më kanë gjetur më këtë udhë , druaj , se ka për t'iu dukur kuujt , se dua të lëvdohem .
E kuur të doe ashtu ende gjaakafshë me u lëvduom , kuur të thom të vërtetënë , – posi mb atë herë i shën Paali i beekuom korintianëvet , – thom , se s dii , a ka me qenë gjaa pr ata i paadiijtunë , mirë tue paam zotënia juoj , se jashtë këncosh ende saa të tjera letëra me dorë të shkruome gjindenë mbë saa vise , qi dëshmonjënë , se saa i madh kaa qenë gjithëherë kujdesi e dëshiri i zemërësë sime për ndimë të Patriesë e të gjuhusë sanë , qi u vduorrë ende po vdaarenë maa të shumënë veçëse për letërë e për të mpsuom .	E kur të dua ashtu edhe gjëkafshë të lëvdohem , kur të them të vërtetën , – posi më atë herë shën Pali i bekuar korintianëve , – them , se s'di , a ka për të qenë gjë për ata i paditur , mirë duke parë zotnia juaj , se jashtë kësosh edhe sa të tjera letra me dorë të shkruara gjenden më sa vise , që dëshmojnë , se sa i madh ka qenë gjithherë kujdesi e dëshira e zemrës sime për ndihmë të athdeut e të gjuhës sonë , që u vdor edhe po vdaret më të shumën veçse për letër e për të mësuar .
E ndeevonë , kuur maa tue paam , se dita qi vjen po maa keq shinteja fee ndër ta vjen tue menguom ;	E pastaj , kur më duke parë , se dita që vjen po më keq e shenjta fe ndër ta vjen duke munguar ;
e shërbëtyra e kishësë Tinëzot , me gjithë saa janë tjerat vepëra të mira , maa tue u shqimbunë e tue u harruom ;	e shërbesa e kishës së Tinëzot , me gjithë sa janë të tjerat vepra të mira , po duke u shqimur e duke u harruar ;
e mbas mortjet së pleqet të riitë maa i lanë gjurmëtë e Krishtit e të apostujet e vepëratë e t kërshtenëvet e u veshnë ndër të t pëganëvet e të t paafeevet ;	e mbas mortjet së pleqve të rinjtë më i lënë gjurmëtë e Krishtit e të apostujve e veprat e të krishterëve e u veshën ndër të të paganëve e të të pafeve ;
e priftënitë , qi duheej me qenë drita e pasëqyra e tyne , – disa lakëmia , disa të paakujdestë e të paadiijtunitë e tyne mbë disa vise i bani me qenë për maa të madh dam e skandullixim e të vdjerrë të tyne , se për qishdo ndimë oo fruj-të mirë të shpiirtit ;	e priftërinjtë , që duhej të ishin drita e pasqyra e tyre , – disa lakmia , disa të pakujdesurit e të paditurit e tyre më disa vise i bëri të jenë për ma të madh dëm e skandullixim e të vdjerrë të tyre , se për çdo ndihmë o fryt të mirë të shpirtit ;
e ashtu ende saa tjera të paanjefuna tue i vuum roe e bukur tue i konsideruom ndë vetëhe , më dukeej , se jam detuor e mbaajtunë gjithëherë – ndo me një arrësye ndo me një tjetërë – kësaaj kafshe me j pruojtunë .	e ashtu edhe sa tjera të panjohura duke i vënë re e bukur duke i konsideruar në vete , më dukej , se jam detorës e mbajtur gjithherë – ndo me një arsye ndo me një tjetër – kësaj gjëje t'i pruhem .
E tue kujtuom se për qish udhë oo me qish arrësye , s më dukeej , se munë banetë për ta tjetër ma e afërë mëngjii se me avizuom e me baam me diijtunë kishënë e Tinëzot e të parëtë e saaj , ke ashtë mpshtetunë e ndimonetë gjithë rrethi i shekullit .	E duke kujtuar se për ç'udhë o me ç'arsye , s më dukej , se mund të bëhet për ta tjetër më e afërt mëngji se me avizuom e duke bërë për të ditur kishën e Tinëzot e të parëtë e saj , ku është mbështetur e ndihmohet gjithë rrethi i botës .
Të ciinë kafshë ende saa tjera plagë të shpiirtit tue i kujtuom , veçë kuur tee i mplasa vikarii e famullii e saa ashtu tjera kafshë , qi për shumë mot mbaajta ndë Shurbiit , e u daashë andej .	Të cilën gjë edhe sa tjera plagë të shpirtit duke i kujtuar , veç kur te i mplasa vikari e famulli e sa ashtu të tjera gjëra , që për shumë mot mbajta në Shurbi , e u ndava andej .
Erdhshë mbë Romë , ke me fjalë e me të shkruome , aqë saa munda , s mengova me avizuom e me baam me diijtunë shintinë atë , papë Paalinë e V. e gjithë të ndritshimenë kolegjënë e gardinajet , të ciitë , mbasi e ndëgjuonë mirë kafshënë , përmetuonë me vuum roe pakëzë , se pa qish mëngjii e rremedie munë banetë .	Në ardhsh në Romë , ku me fjalë e me të shkruara , aq sa munda , s'mëngova me avizuom e t'i bëj të dijë shenjtit atë , papë Palit V. e gjithë të ndritshmin kolegjin e gardinajet , të cilët , mbasi e kuptuan mirë gjënë , premtuan të vënë re pakëz , se pa qysh mëngji e rremedie mund të bëhet .
Maa ndeevonë , disa u tue qenë vetëmë e paavesht aqë ndjerë nd anët , disa tue mos qenë kush ndimë , qishmos kundrështarë e shtiekëqii , asndoonjë kafshë s u mbaruo jashtë anco Doktrine , qi me saa fëdigë e t idhunë mbzii  bana me e shtampuom .	Por më vonë , disa u duke qenë vetëm e paavesht aq deri në anë , disa duke mos qenë kush ndihmë , qyshmos kundërshtarë e shtiekëqinj , asndonjë gjë su mbarua jashtë asaj Doktrine , që me sa mundim e të hidhur mbzii bëra për ta shtypur .
Të ciinë mbasi e dërgova , kuur maa tue paam , se asndoonjë tjetër ndimë s jesh i zoti me baam , i mplasa gjithë kafshëtë e , veshunë si pelegrii , vojta kaha munda me mbërriim , vizitova visetë e devotshime të shintënet e mbusha kushtimetë e baame aty e ndjerë mp shën Jakob të Galiciesë .	Të cilin mbasi e dërgova , kur më duke parë , se asndonjë tjetër ndihmë s'isha i zoti të bëja , i mplasa gjithë gjërat e , veshur si pelegrin , vajta nga munda të mbërrija , vizitova viset e devotshme të shenjtëve e mbusha kushtimet e bëra aty e deri më shën Jakob të Galicisë .
E andej mbas 18 muojsh përsërii mbë Romë tue nkthyem , gjeta letërë atit shumë ncë ndeershim , fra Gjoani Koleshit , upeshkëpit së Arbënit , se Doktrina ajo , ndoonëse me pak fajt tem e të shtampatarëvet , asgjaamangu kaa me qenë ndoonee gjaakafshë për ndimë të atii kërshtënimi .	E andej mbas 18 muajsh përsëri më Romë duke u kthyer , gjeta letër atit shumë të ndershëm , frat Gjoani Koleshit , ipeshkëvit së Arbrit , se Doktrina ajo , ndonëse me pak faj timin e të shtypësve , asgjëmangu ka për të qenë ndonjë gjëkafshë për ndihmë të atij krishtërimi .
Të ciinë kafshë tue e gjegjunë , mb atë ças u mbushçë ende maa tepërë plot me dëshiir , qi ende maa me ashtu qishdo copë letërë me j ndimuom e aqë maa tepërë gjaakafshë për të rrëfyemit , qi die , se mbë disa vise maa u harruo , e , ke s u harruo ende , po pak e rraall shërbenetë , si do ligja .	Të cilën gjë duke e gjegjur , më atë ças u mbusha edhe më tepër plot me dëshirë , që edhe më me ashtu qyshdo copë letër për t'i ndihmuar e aq ma tepër gjëkafshë për të rrëfyer , që die , se më disa vise më u harrua , e , ku s'u harrua ende , po pak e rrallë shërbehet , si do ligji .
Të ciinë kafshë tue e kujtuom , mora për disa dit nktheva një konfesionaar gjuhet së lëtine mbë gjuhu-tanë t arbëneshe . E mbasi e mbarova , suplikova e u lutshë shintit atë Paalit V. , qi përsipëri , a të bante aqë hiir si Doktrinënë me e shtampuom me spenxë të vet .	Të cilën gjë duke e kujtuar , mora për disa ditë ktheva një konfesionar të gjuhës së latine më gjuhën tonë të arbëreshe . E mbasi e mbarova , suplikova e iu luta të shenjtit atë Palit V. , që përsipër , a të bënte aq hir që Doktrinën ta shtypte me shpenzime të veta .
I cilli mirë tue e ndëgjuom kafshënë , j a dërgoj ndë dorë-të mjeshtrit Pëllasit .	I cili mirë duke e kuptuar gjënë , ia dërgoi në dorë mjeshtrit të Pallatit .
E mjeshtri i Pëllasit tue e vuum roe , i shtiu shkag , se qenëkaa kafshë plakë e jo aqi i mirë , s desh me e përzanë , po më dha me nkthyem e me baam një tjetërë .	E mjeshtri i Pallatit duke e vënë re , i shtiu shkak , se qenka gjë e vjetër e jo aq i mirë , s'deshi ta përzinte , po më dha të ktheja e të bëja një tjetër .
Të ciillë mbas disa ditsh ende atë si e mbarova , tue më dukunë kafshë fort e shkurtënë e e mbërshelë për gjuhu-tanë , s më pëlqej , po mora ende këtë të tretënë .	Të cilin mbas disa ditësh edhe atë si e mbarova , duke m'u duku gjë fort e shkurtër e e mbërshelë për gjuhën tonë , s'më pëlqeu , po mora edhe këtë të tretën .
Të ciinë për saa dit mbasi e mbarova , heret së keqe ndeevonë s gjindeej asndoonjë doktuor këtu gjuhet sonë , qi të kish me e paam e me e provuom , si a zakoni .	Të cilën për sa ditë mbasi e mbarova , heret së keqe pastaj s'gjendej asndonjë doktor këtu i gjuhës sonë , që të kish ta shihte e ta provonte , si është zakoni .
E kshtu , mbas saa helmi e nc idhuni ndeevonë m u desh me votë jashtë Romënë ke një frat gjuhet sonë andej Rantësietë , anet së Kruusë .	E kështu , mbas sa helmi e së hidhuri më vonë m'u desh të shkoja jashtë Romës ku një frat i gjuhës sonë andej Rantësietë , anës së Kruusë .
Ke i cilli tue votë me të madh dëshiir posikuur ndoonji i etshim mbë gurrë të ftohotë me u nginjunë , kuur sosa me shpëresë , se kaa me më marrë n grykë e me më ngushëlluom me qishdo fjalë t ambla , sikundrëse ashtë zakoni i fratënet e j priftënet , e aqë maa tepërë kuur mpiqenë kund ashtu si na aty ndë dhee të huoj , mirë tue më njofunë , se kush jam , e kaha jam , e për qish zyrë kam ardhunë .	Ku i cili duke vajtur me të madhe dëshirë posikur ndonjë i etshëm më gurrë të ftohtë për t'u nginjur , kur sosa me shpresë , se ka për të më marrë në grykë e të më ngushëllojë me qyshdo fjalë të ëmbla , sikundërse është zakoni i fretërve e i priftërinjve , e aq më tepër kur piqen kund ashtu si na aty në dhe të huaj , mirë duke më njohur , se kush jam , e nga jam , e për qysh punë kam ardhur .
Pa vini roe , a janë këto fantaziitë e tentacionetë e anëmikut !	Pa vini re , a janë këto fantazitë e përpjkjet e armikut !
Ke saa më paa , se j u afruoshë me j folë , mbasi kishnë dalë vesperi , jo veçëse s desh me folë me muo oo ndë faqet me më shukuom , se a zakoni i n’jerëzet , po ashtu ende më nkthej shpinënë faqe gjithë kuvendit fratënet , mb arrësye të ndoonjii , qi t ish skomunikuom prej papet ;	Ku sa më pa , se iu afrova për t'i folur , mbasi kishin dalë vesperi , jo veçse s'deshi të fliste me mua o në faqe të më shkonte , se është zakoni i njerëzve , po ashtu edhe më ktheu shpinën faqe gjithë kuvendit të fretërve , më arsye të ndonjë , që t'ish shkishëryuar prej pape ;
së ciet madhështii thoshnje , se ende maa tepërë u skandullixuonë fratënitë , shokëtë e tii , qi paanë , se ende saa tierë , qi ndodhnë , e zuunë pakmos me murmëruom kundrë tii me saa fjalë të paagjaana .	së cilat madhështi thoshje , se edhe ma tepër u skandalizuan fretërit , shokëtë e tij , që panë , se edhe sa të tjerë , që ndodhën , e zunë pakmos të mërmëritnin kundër tij me sa fjalë të paagjaana .
